Audit_Hash_ID,Enterprise_Client,Infrastructure_Layer,Threat_Classification,Traffic_Volume_GB,Neural_Threat_Index,Breach_Compliance_Flag
SEC_MD5_005604,Apple Inc.,IAM Authentication Layer,Exfiltration Attempt,42.318,100.0,1
SEC_MD5_005605,Amazon Web Services,Edge Computing Node,Vector Injection,89.138,100.0,1
SEC_MD5_005606,Microsoft Corp.,IAM Authentication Layer,Vector Injection,10.086,38.42,0
SEC_MD5_005607,Amazon Web Services,Edge Computing Node,Exfiltration Attempt,23.351,76.34,1
SEC_MD5_005608,Apple Inc.,Edge Computing Node,Vector Injection,18.257,66.02,0
SEC_MD5_005609,Alphabet Inc.,Distributed Core Database,Vector Injection,34.069,84.97,1
SEC_MD5_005610,Microsoft Corp.,IAM Authentication Layer,Zero-Day Vulnerability,20.997,66.73,0
SEC_MD5_005611,Amazon Web Services,API Gateway Endpoint,Exfiltration Attempt,19.997,70.0,0
SEC_MD5_005612,Alphabet Inc.,Edge Computing Node,Token Hijacking,8.195,49.96,0
SEC_MD5_005613,Amazon Web Services,Distributed Core Database,Vector Injection,22.033,53.99,0
SEC_MD5_005614,Microsoft Corp.,API Gateway Endpoint,Zero-Day Vulnerability,8.031,52.3,0
SEC_MD5_005615,Microsoft Corp.,Distributed Core Database,Token Hijacking,26.107,63.43,0
SEC_MD5_005616,Alphabet Inc.,API Gateway Endpoint,Zero-Day Vulnerability,30.593,75.79,1
SEC_MD5_005617,Amazon Web Services,IAM Authentication Layer,Vector Injection,10.49,46.47,0
SEC_MD5_005618,Amazon Web Services,Distributed Core Database,Zero-Day Vulnerability,7.876,47.89,0
SEC_MD5_005619,Apple Inc.,IAM Authentication Layer,Exfiltration Attempt,108.716,100.0,1
SEC_MD5_005620,Amazon Web Services,Edge Computing Node,Vector Injection,19.036,68.09,0
SEC_MD5_005621,Meta Platforms,API Gateway Endpoint,Exfiltration Attempt,7.774,49.74,0
SEC_MD5_005622,Microsoft Corp.,Distributed Core Database,Exfiltration Attempt,7.019,43.24,0
SEC_MD5_005623,Microsoft Corp.,Distributed Core Database,Vector Injection,5.49,26.55,0
SEC_MD5_005624,Apple Inc.,Edge Computing Node,Exfiltration Attempt,19.84,68.87,0
SEC_MD5_005625,Meta Platforms,Distributed Core Database,Zero-Day Vulnerability,22.572,81.53,1
SEC_MD5_005626,Apple Inc.,Distributed Core Database,Zero-Day Vulnerability,8.645,53.33,0
SEC_MD5_005627,Amazon Web Services,Edge Computing Node,Vector Injection,8.242,42.74,0
SEC_MD5_005628,Microsoft Corp.,Edge Computing Node,Exfiltration Attempt,17.123,68.17,0
SEC_MD5_005629,Amazon Web Services,Distributed Core Database,Exfiltration Attempt,11.0,51.67,0
SEC_MD5_005630,Amazon Web Services,Distributed Core Database,Token Hijacking,24.584,69.49,0
SEC_MD5_005631,Microsoft Corp.,API Gateway Endpoint,Exfiltration Attempt,9.595,53.88,0
SEC_MD5_005632,Meta Platforms,API Gateway Endpoint,Token Hijacking,27.128,93.12,1
SEC_MD5_005633,Amazon Web Services,Distributed Core Database,Vector Injection,6.751,58.7,0
SEC_MD5_005634,Amazon Web Services,IAM Authentication Layer,Token Hijacking,32.423,90.85,1
SEC_MD5_005635,Apple Inc.,Distributed Core Database,Vector Injection,16.98,62.66,0
SEC_MD5_005636,Microsoft Corp.,API Gateway Endpoint,Token Hijacking,44.216,99.71,1
SEC_MD5_005637,Alphabet Inc.,API Gateway Endpoint,Exfiltration Attempt,7.716,47.03,0
SEC_MD5_005638,Meta Platforms,Distributed Core Database,Token Hijacking,20.008,62.36,0
SEC_MD5_005639,Apple Inc.,Distributed Core Database,Vector Injection,21.772,77.36,1
SEC_MD5_005640,Meta Platforms,IAM Authentication Layer,Zero-Day Vulnerability,39.212,89.43,1
SEC_MD5_005641,Microsoft Corp.,Distributed Core Database,Vector Injection,19.663,59.1,0
SEC_MD5_005642,Microsoft Corp.,API Gateway Endpoint,Zero-Day Vulnerability,10.961,46.24,0
SEC_MD5_005643,Amazon Web Services,Distributed Core Database,Exfiltration Attempt,15.004,64.52,0
SEC_MD5_005644,Microsoft Corp.,API Gateway Endpoint,Exfiltration Attempt,4.698,23.0,0
SEC_MD5_005645,Alphabet Inc.,Distributed Core Database,Vector Injection,5.417,58.36,0
SEC_MD5_005646,Alphabet Inc.,Edge Computing Node,Token Hijacking,4.481,77.82,1
SEC_MD5_005647,Apple Inc.,IAM Authentication Layer,Zero-Day Vulnerability,7.6,38.66,0
SEC_MD5_005648,Amazon Web Services,IAM Authentication Layer,Exfiltration Attempt,5.85,34.16,0
SEC_MD5_005649,Apple Inc.,IAM Authentication Layer,Vector Injection,6.949,47.21,0
SEC_MD5_005650,Microsoft Corp.,API Gateway Endpoint,Token Hijacking,14.334,68.83,0
SEC_MD5_005651,Amazon Web Services,API Gateway Endpoint,Token Hijacking,4.789,45.12,0
SEC_MD5_005652,Apple Inc.,IAM Authentication Layer,Zero-Day Vulnerability,31.669,93.44,1
SEC_MD5_005653,Alphabet Inc.,IAM Authentication Layer,Zero-Day Vulnerability,9.76,64.79,0
SEC_MD5_005654,Alphabet Inc.,Edge Computing Node,Vector Injection,27.371,85.09,1
SEC_MD5_005655,Microsoft Corp.,Distributed Core Database,Exfiltration Attempt,20.241,74.48,1
SEC_MD5_005656,Amazon Web Services,Edge Computing Node,Token Hijacking,14.109,44.37,0
SEC_MD5_005657,Amazon Web Services,IAM Authentication Layer,Vector Injection,7.72,36.49,0
SEC_MD5_005658,Alphabet Inc.,IAM Authentication Layer,Zero-Day Vulnerability,21.401,59.26,0
SEC_MD5_005659,Apple Inc.,Distributed Core Database,Exfiltration Attempt,15.653,57.54,0
SEC_MD5_005660,Amazon Web Services,API Gateway Endpoint,Zero-Day Vulnerability,23.678,70.95,0
SEC_MD5_005661,Alphabet Inc.,IAM Authentication Layer,Zero-Day Vulnerability,19.034,66.5,0
SEC_MD5_005662,Microsoft Corp.,API Gateway Endpoint,Exfiltration Attempt,18.95,53.78,0
SEC_MD5_005663,Microsoft Corp.,Distributed Core Database,Exfiltration Attempt,19.334,66.66,0
SEC_MD5_005664,Microsoft Corp.,Distributed Core Database,Token Hijacking,22.832,65.51,0
SEC_MD5_005665,Amazon Web Services,API Gateway Endpoint,Token Hijacking,18.772,69.18,0
SEC_MD5_005666,Apple Inc.,Edge Computing Node,Exfiltration Attempt,20.773,92.61,1
SEC_MD5_005667,Amazon Web Services,Edge Computing Node,Vector Injection,14.154,72.36,0
SEC_MD5_005668,Meta Platforms,IAM Authentication Layer,Vector Injection,19.944,59.47,0
SEC_MD5_005669,Meta Platforms,IAM Authentication Layer,Vector Injection,11.172,49.62,0
SEC_MD5_005670,Microsoft Corp.,API Gateway Endpoint,Token Hijacking,9.182,42.16,0
SEC_MD5_005671,Alphabet Inc.,Edge Computing Node,Token Hijacking,5.829,37.3,0
SEC_MD5_005672,Apple Inc.,Edge Computing Node,Zero-Day Vulnerability,9.457,51.24,0
SEC_MD5_005673,Amazon Web Services,IAM Authentication Layer,Zero-Day Vulnerability,7.749,48.09,0
SEC_MD5_005674,Meta Platforms,API Gateway Endpoint,Zero-Day Vulnerability,12.064,52.48,0
SEC_MD5_005675,Amazon Web Services,Distributed Core Database,Exfiltration Attempt,16.094,65.13,0
SEC_MD5_005676,Meta Platforms,Distributed Core Database,Token Hijacking,14.81,44.45,0
SEC_MD5_005677,Meta Platforms,IAM Authentication Layer,Exfiltration Attempt,6.099,38.74,0
SEC_MD5_005678,Apple Inc.,API Gateway Endpoint,Zero-Day Vulnerability,9.703,57.14,0
SEC_MD5_005679,Alphabet Inc.,Edge Computing Node,Vector Injection,8.35,51.43,0
SEC_MD5_005680,Alphabet Inc.,Edge Computing Node,Token Hijacking,12.525,51.14,0
SEC_MD5_005681,Alphabet Inc.,Distributed Core Database,Zero-Day Vulnerability,13.303,55.4,0
SEC_MD5_005682,Microsoft Corp.,Edge Computing Node,Zero-Day Vulnerability,26.416,76.02,1
SEC_MD5_005683,Meta Platforms,API Gateway Endpoint,Token Hijacking,17.962,64.53,0
SEC_MD5_005684,Microsoft Corp.,API Gateway Endpoint,Token Hijacking,4.555,52.48,0
SEC_MD5_005685,Amazon Web Services,Distributed Core Database,Zero-Day Vulnerability,15.719,64.21,0
SEC_MD5_005686,Amazon Web Services,Edge Computing Node,Exfiltration Attempt,17.701,99.78,1
SEC_MD5_005687,Meta Platforms,Edge Computing Node,Exfiltration Attempt,14.232,59.93,0
SEC_MD5_005688,Alphabet Inc.,API Gateway Endpoint,Token Hijacking,26.951,80.27,1
SEC_MD5_005689,Microsoft Corp.,Distributed Core Database,Vector Injection,29.012,90.34,1
SEC_MD5_005690,Alphabet Inc.,Edge Computing Node,Token Hijacking,22.667,57.22,0
SEC_MD5_005691,Microsoft Corp.,IAM Authentication Layer,Vector Injection,9.759,39.85,0
SEC_MD5_005692,Alphabet Inc.,IAM Authentication Layer,Token Hijacking,9.635,44.24,0
SEC_MD5_005693,Alphabet Inc.,IAM Authentication Layer,Exfiltration Attempt,9.135,61.39,0
SEC_MD5_005694,Amazon Web Services,IAM Authentication Layer,Vector Injection,18.141,72.78,1
SEC_MD5_005695,Amazon Web Services,API Gateway Endpoint,Zero-Day Vulnerability,48.122,100.0,1
SEC_MD5_005696,Microsoft Corp.,API Gateway Endpoint,Token Hijacking,21.464,73.17,1
SEC_MD5_005697,Apple Inc.,Distributed Core Database,Vector Injection,37.751,87.91,1
SEC_MD5_005698,Amazon Web Services,IAM Authentication Layer,Zero-Day Vulnerability,10.314,47.92,0
SEC_MD5_005699,Amazon Web Services,Distributed Core Database,Vector Injection,11.932,56.87,0
SEC_MD5_005700,Alphabet Inc.,Edge Computing Node,Exfiltration Attempt,17.602,66.47,0
SEC_MD5_005701,Alphabet Inc.,Edge Computing Node,Token Hijacking,28.899,93.41,1
SEC_MD5_005702,Amazon Web Services,IAM Authentication Layer,Token Hijacking,15.217,59.06,0
SEC_MD5_005703,Alphabet Inc.,IAM Authentication Layer,Vector Injection,17.41,59.02,0
SEC_MD5_005704,Alphabet Inc.,API Gateway Endpoint,Token Hijacking,31.957,83.47,1
SEC_MD5_005705,Amazon Web Services,Edge Computing Node,Token Hijacking,6.214,50.93,0
SEC_MD5_005706,Meta Platforms,Distributed Core Database,Token Hijacking,42.599,100.0,1
SEC_MD5_005707,Meta Platforms,Edge Computing Node,Zero-Day Vulnerability,8.764,53.53,0
SEC_MD5_005708,Microsoft Corp.,API Gateway Endpoint,Vector Injection,4.277,51.14,0
SEC_MD5_005709,Meta Platforms,API Gateway Endpoint,Vector Injection,12.416,66.44,0
SEC_MD5_005710,Microsoft Corp.,Edge Computing Node,Token Hijacking,33.909,100.0,1
SEC_MD5_005711,Microsoft Corp.,API Gateway Endpoint,Token Hijacking,30.322,95.72,1
SEC_MD5_005712,Amazon Web Services,Distributed Core Database,Token Hijacking,4.276,51.73,0
SEC_MD5_005713,Meta Platforms,IAM Authentication Layer,Vector Injection,22.113,59.93,0
SEC_MD5_005714,Microsoft Corp.,Distributed Core Database,Token Hijacking,35.096,78.4,1
SEC_MD5_005715,Alphabet Inc.,Edge Computing Node,Exfiltration Attempt,11.135,62.73,0
SEC_MD5_005716,Microsoft Corp.,Distributed Core Database,Vector Injection,9.068,41.65,0
SEC_MD5_005717,Meta Platforms,IAM Authentication Layer,Zero-Day Vulnerability,10.635,51.3,0
SEC_MD5_005718,Microsoft Corp.,IAM Authentication Layer,Exfiltration Attempt,11.434,60.13,0
SEC_MD5_005719,Amazon Web Services,API Gateway Endpoint,Vector Injection,9.157,36.25,0
SEC_MD5_005720,Alphabet Inc.,API Gateway Endpoint,Token Hijacking,20.058,69.77,0
SEC_MD5_005721,Microsoft Corp.,Distributed Core Database,Vector Injection,15.2,34.35,0
SEC_MD5_005722,Amazon Web Services,IAM Authentication Layer,Exfiltration Attempt,5.591,31.34,0
SEC_MD5_005723,Apple Inc.,API Gateway Endpoint,Exfiltration Attempt,16.477,53.58,0
SEC_MD5_005724,Microsoft Corp.,Distributed Core Database,Zero-Day Vulnerability,58.927,100.0,1
SEC_MD5_005725,Apple Inc.,Edge Computing Node,Vector Injection,7.377,64.93,0
SEC_MD5_005726,Meta Platforms,API Gateway Endpoint,Vector Injection,5.111,32.99,0
SEC_MD5_005727,Meta Platforms,IAM Authentication Layer,Exfiltration Attempt,5.699,47.52,0
SEC_MD5_005728,Alphabet Inc.,Distributed Core Database,Zero-Day Vulnerability,20.376,82.69,1
SEC_MD5_005729,Microsoft Corp.,Distributed Core Database,Vector Injection,7.368,40.96,0
SEC_MD5_005730,Amazon Web Services,Distributed Core Database,Token Hijacking,43.829,99.72,1
SEC_MD5_005731,Alphabet Inc.,Distributed Core Database,Zero-Day Vulnerability,8.27,30.7,0
SEC_MD5_005732,Microsoft Corp.,API Gateway Endpoint,Exfiltration Attempt,11.25,50.42,0
SEC_MD5_005733,Amazon Web Services,API Gateway Endpoint,Vector Injection,8.836,45.84,0
SEC_MD5_005734,Microsoft Corp.,IAM Authentication Layer,Zero-Day Vulnerability,6.023,42.34,0
SEC_MD5_005735,Alphabet Inc.,API Gateway Endpoint,Vector Injection,3.144,29.66,0
SEC_MD5_005736,Apple Inc.,Distributed Core Database,Zero-Day Vulnerability,5.699,36.83,0
SEC_MD5_005737,Meta Platforms,Edge Computing Node,Vector Injection,6.321,74.38,1
SEC_MD5_005738,Alphabet Inc.,IAM Authentication Layer,Vector Injection,6.317,55.2,0
SEC_MD5_005739,Microsoft Corp.,IAM Authentication Layer,Token Hijacking,14.609,60.46,0
SEC_MD5_005740,Microsoft Corp.,API Gateway Endpoint,Vector Injection,11.234,46.61,0
SEC_MD5_005741,Amazon Web Services,Edge Computing Node,Token Hijacking,42.935,100.0,1
SEC_MD5_005742,Apple Inc.,IAM Authentication Layer,Zero-Day Vulnerability,63.877,100.0,1
SEC_MD5_005743,Microsoft Corp.,Edge Computing Node,Token Hijacking,12.538,72.45,0
SEC_MD5_005744,Apple Inc.,Distributed Core Database,Token Hijacking,12.331,64.04,0
SEC_MD5_005745,Apple Inc.,Edge Computing Node,Exfiltration Attempt,41.072,100.0,1
SEC_MD5_005746,Amazon Web Services,Edge Computing Node,Exfiltration Attempt,12.631,73.83,1
SEC_MD5_005747,Meta Platforms,Distributed Core Database,Exfiltration Attempt,10.908,41.58,0
SEC_MD5_005748,Amazon Web Services,Edge Computing Node,Vector Injection,6.575,53.37,0
SEC_MD5_005749,Apple Inc.,Distributed Core Database,Exfiltration Attempt,24.445,56.57,0
SEC_MD5_005750,Alphabet Inc.,Distributed Core Database,Zero-Day Vulnerability,43.517,100.0,1
SEC_MD5_005751,Amazon Web Services,Distributed Core Database,Exfiltration Attempt,15.272,49.47,0
SEC_MD5_005752,Meta Platforms,Edge Computing Node,Vector Injection,4.955,40.98,0
SEC_MD5_005753,Apple Inc.,Edge Computing Node,Exfiltration Attempt,13.568,61.67,0
SEC_MD5_005754,Meta Platforms,API Gateway Endpoint,Token Hijacking,113.876,100.0,1
SEC_MD5_005755,Microsoft Corp.,Edge Computing Node,Zero-Day Vulnerability,28.479,100.0,1
SEC_MD5_005756,Meta Platforms,IAM Authentication Layer,Exfiltration Attempt,34.861,98.4,1
SEC_MD5_005757,Microsoft Corp.,Edge Computing Node,Token Hijacking,15.01,82.53,1
SEC_MD5_005758,Microsoft Corp.,Distributed Core Database,Zero-Day Vulnerability,12.805,55.78,0
SEC_MD5_005759,Alphabet Inc.,Distributed Core Database,Zero-Day Vulnerability,32.503,94.78,1
SEC_MD5_005760,Microsoft Corp.,API Gateway Endpoint,Token Hijacking,9.346,45.2,0
SEC_MD5_005761,Alphabet Inc.,Distributed Core Database,Vector Injection,4.36,45.23,0
SEC_MD5_005762,Microsoft Corp.,API Gateway Endpoint,Token Hijacking,11.709,48.25,0
SEC_MD5_005763,Alphabet Inc.,Distributed Core Database,Vector Injection,19.643,49.29,0
SEC_MD5_005764,Apple Inc.,API Gateway Endpoint,Zero-Day Vulnerability,3.609,29.65,0
SEC_MD5_005765,Microsoft Corp.,API Gateway Endpoint,Zero-Day Vulnerability,58.077,100.0,1
SEC_MD5_005766,Amazon Web Services,Edge Computing Node,Token Hijacking,6.743,43.56,0
SEC_MD5_005767,Microsoft Corp.,Distributed Core Database,Zero-Day Vulnerability,22.431,82.69,1
SEC_MD5_005768,Amazon Web Services,Edge Computing Node,Token Hijacking,14.038,70.02,0
SEC_MD5_005769,Amazon Web Services,IAM Authentication Layer,Exfiltration Attempt,4.248,34.65,0
SEC_MD5_005770,Meta Platforms,API Gateway Endpoint,Exfiltration Attempt,13.356,69.47,0
SEC_MD5_005771,Amazon Web Services,API Gateway Endpoint,Exfiltration Attempt,31.446,74.95,1
SEC_MD5_005772,Microsoft Corp.,API Gateway Endpoint,Token Hijacking,8.365,35.6,0
SEC_MD5_005773,Microsoft Corp.,Distributed Core Database,Token Hijacking,18.801,68.9,0
SEC_MD5_005774,Amazon Web Services,API Gateway Endpoint,Exfiltration Attempt,17.127,56.21,0
SEC_MD5_005775,Microsoft Corp.,Edge Computing Node,Vector Injection,6.381,34.17,0
SEC_MD5_005776,Amazon Web Services,Edge Computing Node,Zero-Day Vulnerability,8.94,49.19,0
SEC_MD5_005777,Apple Inc.,Distributed Core Database,Exfiltration Attempt,15.614,65.53,0
SEC_MD5_005778,Amazon Web Services,Distributed Core Database,Zero-Day Vulnerability,9.895,70.87,0
SEC_MD5_005779,Amazon Web Services,API Gateway Endpoint,Zero-Day Vulnerability,7.307,33.74,0
SEC_MD5_005780,Amazon Web Services,API Gateway Endpoint,Zero-Day Vulnerability,16.721,38.98,0
SEC_MD5_005781,Alphabet Inc.,Edge Computing Node,Zero-Day Vulnerability,16.171,64.16,0
SEC_MD5_005782,Microsoft Corp.,Edge Computing Node,Vector Injection,34.023,99.85,1
SEC_MD5_005783,Amazon Web Services,API Gateway Endpoint,Vector Injection,29.563,89.48,1
SEC_MD5_005784,Meta Platforms,API Gateway Endpoint,Vector Injection,85.782,100.0,1
SEC_MD5_005785,Alphabet Inc.,Edge Computing Node,Exfiltration Attempt,6.113,39.27,0
SEC_MD5_005786,Amazon Web Services,Distributed Core Database,Exfiltration Attempt,26.979,70.27,0
SEC_MD5_005787,Meta Platforms,API Gateway Endpoint,Exfiltration Attempt,7.855,34.19,0
SEC_MD5_005788,Apple Inc.,IAM Authentication Layer,Vector Injection,12.61,35.7,0
SEC_MD5_005789,Meta Platforms,Distributed Core Database,Zero-Day Vulnerability,5.763,65.58,0
SEC_MD5_005790,Alphabet Inc.,API Gateway Endpoint,Token Hijacking,13.436,64.21,0
SEC_MD5_005791,Microsoft Corp.,Distributed Core Database,Token Hijacking,26.206,65.34,0
SEC_MD5_005792,Microsoft Corp.,IAM Authentication Layer,Token Hijacking,11.407,54.33,0
SEC_MD5_005793,Microsoft Corp.,Distributed Core Database,Token Hijacking,22.791,70.67,0
SEC_MD5_005794,Apple Inc.,API Gateway Endpoint,Token Hijacking,24.494,92.7,1
SEC_MD5_005795,Amazon Web Services,API Gateway Endpoint,Exfiltration Attempt,15.428,53.49,0
SEC_MD5_005796,Amazon Web Services,API Gateway Endpoint,Zero-Day Vulnerability,16.913,47.78,0
SEC_MD5_005797,Meta Platforms,API Gateway Endpoint,Token Hijacking,8.305,44.54,0
SEC_MD5_005798,Microsoft Corp.,Distributed Core Database,Vector Injection,5.635,53.67,0
SEC_MD5_005799,Alphabet Inc.,Distributed Core Database,Zero-Day Vulnerability,19.891,63.86,0
SEC_MD5_005800,Apple Inc.,API Gateway Endpoint,Exfiltration Attempt,13.915,50.68,0
SEC_MD5_005801,Microsoft Corp.,Edge Computing Node,Exfiltration Attempt,4.849,46.61,0
SEC_MD5_005802,Microsoft Corp.,IAM Authentication Layer,Zero-Day Vulnerability,9.644,31.11,0
SEC_MD5_005803,Amazon Web Services,API Gateway Endpoint,Token Hijacking,16.56,46.18,0
SEC_MD5_005804,Microsoft Corp.,Distributed Core Database,Token Hijacking,9.015,39.85,0
SEC_MD5_005805,Alphabet Inc.,IAM Authentication Layer,Vector Injection,16.763,52.81,0
SEC_MD5_005806,Microsoft Corp.,IAM Authentication Layer,Exfiltration Attempt,7.894,45.74,0
SEC_MD5_005807,Amazon Web Services,Edge Computing Node,Exfiltration Attempt,6.901,41.54,0
SEC_MD5_005808,Microsoft Corp.,Distributed Core Database,Token Hijacking,33.281,96.81,1
SEC_MD5_005809,Meta Platforms,Edge Computing Node,Exfiltration Attempt,18.321,70.8,0
SEC_MD5_005810,Amazon Web Services,Distributed Core Database,Zero-Day Vulnerability,4.931,43.42,0
SEC_MD5_005811,Alphabet Inc.,API Gateway Endpoint,Zero-Day Vulnerability,37.347,93.81,1
SEC_MD5_005812,Amazon Web Services,API Gateway Endpoint,Vector Injection,11.895,43.6,0
SEC_MD5_005813,Apple Inc.,IAM Authentication Layer,Zero-Day Vulnerability,4.368,35.61,0
SEC_MD5_005814,Meta Platforms,Edge Computing Node,Token Hijacking,8.294,52.75,0
SEC_MD5_005815,Meta Platforms,API Gateway Endpoint,Token Hijacking,10.313,58.48,0
SEC_MD5_005816,Meta Platforms,IAM Authentication Layer,Vector Injection,6.742,40.93,0
SEC_MD5_005817,Alphabet Inc.,Distributed Core Database,Vector Injection,6.039,43.35,0
SEC_MD5_005818,Alphabet Inc.,IAM Authentication Layer,Exfiltration Attempt,16.367,81.95,1
SEC_MD5_005819,Alphabet Inc.,Edge Computing Node,Exfiltration Attempt,17.642,76.54,1
SEC_MD5_005820,Amazon Web Services,Edge Computing Node,Zero-Day Vulnerability,19.027,74.78,1
SEC_MD5_005821,Amazon Web Services,IAM Authentication Layer,Vector Injection,14.666,48.19,0
SEC_MD5_005822,Alphabet Inc.,API Gateway Endpoint,Token Hijacking,7.853,66.41,0
SEC_MD5_005823,Microsoft Corp.,Distributed Core Database,Exfiltration Attempt,4.224,42.15,0
SEC_MD5_005824,Amazon Web Services,Distributed Core Database,Zero-Day Vulnerability,33.45,90.12,1
SEC_MD5_005825,Apple Inc.,IAM Authentication Layer,Token Hijacking,8.409,57.65,0
SEC_MD5_005826,Amazon Web Services,IAM Authentication Layer,Zero-Day Vulnerability,12.881,24.71,0
SEC_MD5_005827,Alphabet Inc.,Distributed Core Database,Exfiltration Attempt,14.21,52.37,0
SEC_MD5_005828,Amazon Web Services,Edge Computing Node,Vector Injection,18.125,67.91,0
SEC_MD5_005829,Amazon Web Services,API Gateway Endpoint,Vector Injection,7.625,28.07,0
SEC_MD5_005830,Meta Platforms,API Gateway Endpoint,Exfiltration Attempt,5.003,35.13,0
SEC_MD5_005831,Amazon Web Services,API Gateway Endpoint,Token Hijacking,17.689,62.7,0
SEC_MD5_005832,Microsoft Corp.,API Gateway Endpoint,Vector Injection,17.326,67.62,0
SEC_MD5_005833,Microsoft Corp.,IAM Authentication Layer,Vector Injection,33.587,85.73,1
SEC_MD5_005834,Amazon Web Services,Distributed Core Database,Vector Injection,20.347,47.07,0
SEC_MD5_005835,Alphabet Inc.,Distributed Core Database,Token Hijacking,21.72,53.09,0
SEC_MD5_005836,Alphabet Inc.,API Gateway Endpoint,Vector Injection,22.017,68.55,0
SEC_MD5_005837,Microsoft Corp.,API Gateway Endpoint,Vector Injection,28.945,89.2,1
SEC_MD5_005838,Microsoft Corp.,Edge Computing Node,Exfiltration Attempt,9.184,65.11,0
SEC_MD5_005839,Amazon Web Services,IAM Authentication Layer,Exfiltration Attempt,37.405,93.6,1
SEC_MD5_005840,Meta Platforms,IAM Authentication Layer,Exfiltration Attempt,19.099,65.22,0
SEC_MD5_005841,Alphabet Inc.,Edge Computing Node,Exfiltration Attempt,8.053,58.5,0
SEC_MD5_005842,Apple Inc.,API Gateway Endpoint,Zero-Day Vulnerability,15.919,66.61,0
SEC_MD5_005843,Apple Inc.,IAM Authentication Layer,Zero-Day Vulnerability,6.955,36.89,0
SEC_MD5_005844,Amazon Web Services,API Gateway Endpoint,Exfiltration Attempt,37.928,95.53,1
SEC_MD5_005845,Microsoft Corp.,Edge Computing Node,Token Hijacking,12.364,70.02,0
SEC_MD5_005846,Alphabet Inc.,Distributed Core Database,Token Hijacking,17.749,81.4,1
SEC_MD5_005847,Amazon Web Services,API Gateway Endpoint,Token Hijacking,42.818,99.56,1
SEC_MD5_005848,Alphabet Inc.,Distributed Core Database,Vector Injection,12.367,46.53,0
SEC_MD5_005849,Microsoft Corp.,API Gateway Endpoint,Exfiltration Attempt,12.654,53.56,0
SEC_MD5_005850,Amazon Web Services,Distributed Core Database,Token Hijacking,8.809,45.25,0
SEC_MD5_005851,Alphabet Inc.,API Gateway Endpoint,Token Hijacking,21.044,56.53,0
SEC_MD5_005852,Alphabet Inc.,Edge Computing Node,Token Hijacking,31.042,97.85,1
SEC_MD5_005853,Amazon Web Services,Edge Computing Node,Vector Injection,11.064,57.06,0
SEC_MD5_005854,Microsoft Corp.,IAM Authentication Layer,Token Hijacking,32.955,84.31,1
SEC_MD5_005855,Microsoft Corp.,IAM Authentication Layer,Zero-Day Vulnerability,29.233,71.87,0
SEC_MD5_005856,Apple Inc.,IAM Authentication Layer,Zero-Day Vulnerability,14.035,43.96,0
SEC_MD5_005857,Microsoft Corp.,IAM Authentication Layer,Exfiltration Attempt,4.786,32.39,0
SEC_MD5_005858,Amazon Web Services,API Gateway Endpoint,Exfiltration Attempt,3.098,33.66,0
SEC_MD5_005859,Apple Inc.,API Gateway Endpoint,Zero-Day Vulnerability,8.794,31.88,0
SEC_MD5_005860,Microsoft Corp.,API Gateway Endpoint,Exfiltration Attempt,19.2,65.14,0
SEC_MD5_005861,Microsoft Corp.,Edge Computing Node,Token Hijacking,31.13,92.24,1
SEC_MD5_005862,Microsoft Corp.,API Gateway Endpoint,Token Hijacking,8.679,66.16,0
SEC_MD5_005863,Amazon Web Services,IAM Authentication Layer,Zero-Day Vulnerability,14.342,58.84,0
SEC_MD5_005864,Microsoft Corp.,Edge Computing Node,Zero-Day Vulnerability,11.886,43.75,0
SEC_MD5_005865,Meta Platforms,Distributed Core Database,Exfiltration Attempt,3.57,45.27,0
SEC_MD5_005866,Amazon Web Services,Distributed Core Database,Zero-Day Vulnerability,21.492,92.28,1
SEC_MD5_005867,Alphabet Inc.,Edge Computing Node,Zero-Day Vulnerability,15.144,63.96,0
SEC_MD5_005868,Alphabet Inc.,API Gateway Endpoint,Zero-Day Vulnerability,26.026,86.85,1
SEC_MD5_005869,Amazon Web Services,API Gateway Endpoint,Zero-Day Vulnerability,16.361,56.7,0
SEC_MD5_005870,Alphabet Inc.,Edge Computing Node,Token Hijacking,6.303,43.04,0
SEC_MD5_005871,Microsoft Corp.,IAM Authentication Layer,Zero-Day Vulnerability,14.315,52.76,0
SEC_MD5_005872,Microsoft Corp.,Distributed Core Database,Exfiltration Attempt,26.928,91.71,1
SEC_MD5_005873,Apple Inc.,Distributed Core Database,Vector Injection,35.087,84.69,1
SEC_MD5_005874,Microsoft Corp.,IAM Authentication Layer,Exfiltration Attempt,7.368,38.69,0
SEC_MD5_005875,Apple Inc.,Distributed Core Database,Zero-Day Vulnerability,13.934,44.3,0
SEC_MD5_005876,Meta Platforms,IAM Authentication Layer,Exfiltration Attempt,13.632,52.17,0
SEC_MD5_005877,Amazon Web Services,IAM Authentication Layer,Exfiltration Attempt,41.123,99.74,1
SEC_MD5_005878,Alphabet Inc.,Edge Computing Node,Zero-Day Vulnerability,23.102,100.0,1
SEC_MD5_005879,Microsoft Corp.,Edge Computing Node,Zero-Day Vulnerability,18.379,77.87,1
SEC_MD5_005880,Meta Platforms,IAM Authentication Layer,Zero-Day Vulnerability,12.589,46.86,0
SEC_MD5_005881,Meta Platforms,IAM Authentication Layer,Token Hijacking,44.109,100.0,1
