Incident_ID,Attack_Vector,Infrastructure_Zone,Payload_Volume_MB,Neural_Anomaly_Score,Breach_Status
SEC_005260,Ransomware Core Payload,DMZ Proxy Subnet,114.67,44.52,0
SEC_005261,Phishing API Exfiltration,DMZ Proxy Subnet,800.12,39.53,0
SEC_005262,SQL Injection Spectrum,Cloud Edge Cluster,379.08,63.08,0
SEC_005263,Ransomware Core Payload,On-Prem Gateway,37.27,51.01,0
SEC_005264,SQL Injection Spectrum,Cloud Edge Cluster,1618.52,64.77,0
SEC_005265,SQL Injection Spectrum,On-Prem Gateway,335.42,32.84,0
SEC_005266,Phishing API Exfiltration,On-Prem Gateway,166.68,44.1,0
SEC_005267,Ransomware Core Payload,Cloud Edge Cluster,297.19,51.55,0
SEC_005268,DDoS Flooding,Cloud Edge Cluster,889.92,55.42,0
SEC_005269,SQL Injection Spectrum,Cloud Edge Cluster,175.67,32.44,0
SEC_005270,Phishing API Exfiltration,On-Prem Gateway,108.31,25.37,0
SEC_005271,Ransomware Core Payload,Cloud Edge Cluster,74.19,34.62,0
SEC_005272,SQL Injection Spectrum,Cloud Edge Cluster,171.13,54.8,0
SEC_005273,DDoS Flooding,DMZ Proxy Subnet,693.46,46.17,0
SEC_005274,Ransomware Core Payload,DMZ Proxy Subnet,299.08,56.98,0
SEC_005275,Ransomware Core Payload,DMZ Proxy Subnet,128.14,23.4,0
SEC_005276,Phishing API Exfiltration,Cloud Edge Cluster,93.78,21.04,0
SEC_005277,SQL Injection Spectrum,Cloud Edge Cluster,194.05,50.04,0
SEC_005278,SQL Injection Spectrum,Cloud Edge Cluster,1277.47,94.93,1
SEC_005279,Ransomware Core Payload,On-Prem Gateway,201.05,50.81,0
SEC_005280,SQL Injection Spectrum,On-Prem Gateway,2006.96,90.54,1
SEC_005281,Ransomware Core Payload,DMZ Proxy Subnet,310.82,35.44,0
SEC_005282,DDoS Flooding,On-Prem Gateway,100.84,46.38,0
SEC_005283,Phishing API Exfiltration,On-Prem Gateway,1009.96,71.02,1
SEC_005284,SQL Injection Spectrum,On-Prem Gateway,289.58,25.48,0
SEC_005285,SQL Injection Spectrum,DMZ Proxy Subnet,568.53,59.62,0
SEC_005286,Phishing API Exfiltration,DMZ Proxy Subnet,1864.79,93.87,1
SEC_005287,DDoS Flooding,On-Prem Gateway,35.17,58.32,0
SEC_005288,DDoS Flooding,Cloud Edge Cluster,57.76,55.48,0
SEC_005289,DDoS Flooding,DMZ Proxy Subnet,585.57,62.48,0
SEC_005290,DDoS Flooding,On-Prem Gateway,160.97,56.85,0
SEC_005291,DDoS Flooding,Cloud Edge Cluster,103.67,35.12,0
SEC_005292,Ransomware Core Payload,Cloud Edge Cluster,30.07,42.68,0
SEC_005293,SQL Injection Spectrum,DMZ Proxy Subnet,21.94,53.04,0
SEC_005294,SQL Injection Spectrum,Cloud Edge Cluster,682.22,60.97,0
SEC_005295,SQL Injection Spectrum,DMZ Proxy Subnet,76.97,29.25,0
SEC_005296,Ransomware Core Payload,On-Prem Gateway,295.76,16.26,0
SEC_005297,Phishing API Exfiltration,DMZ Proxy Subnet,431.01,45.99,0
SEC_005298,DDoS Flooding,Cloud Edge Cluster,263.65,52.9,0
SEC_005299,Phishing API Exfiltration,DMZ Proxy Subnet,24.37,45.16,0
SEC_005300,DDoS Flooding,DMZ Proxy Subnet,700.58,65.59,1
SEC_005301,DDoS Flooding,On-Prem Gateway,16.76,22.55,0
SEC_005302,Phishing API Exfiltration,Cloud Edge Cluster,657.76,26.66,0
SEC_005303,SQL Injection Spectrum,DMZ Proxy Subnet,1019.0,63.33,0
SEC_005304,Ransomware Core Payload,On-Prem Gateway,267.2,36.12,0
SEC_005305,Phishing API Exfiltration,On-Prem Gateway,357.1,39.59,0
SEC_005306,SQL Injection Spectrum,On-Prem Gateway,303.66,51.42,0
SEC_005307,DDoS Flooding,On-Prem Gateway,233.85,69.14,1
SEC_005308,SQL Injection Spectrum,On-Prem Gateway,994.86,71.65,1
SEC_005309,DDoS Flooding,DMZ Proxy Subnet,1021.66,67.62,1
SEC_005310,DDoS Flooding,DMZ Proxy Subnet,196.14,33.96,0
SEC_005311,SQL Injection Spectrum,Cloud Edge Cluster,441.61,49.53,0
SEC_005312,DDoS Flooding,DMZ Proxy Subnet,1189.21,65.14,1
SEC_005313,Ransomware Core Payload,Cloud Edge Cluster,1484.27,91.17,1
SEC_005314,SQL Injection Spectrum,Cloud Edge Cluster,332.05,50.04,0
SEC_005315,Phishing API Exfiltration,Cloud Edge Cluster,283.34,44.48,0
SEC_005316,DDoS Flooding,DMZ Proxy Subnet,159.01,43.22,0
SEC_005317,DDoS Flooding,On-Prem Gateway,1447.98,94.43,1
SEC_005318,Ransomware Core Payload,Cloud Edge Cluster,81.35,6.68,0
SEC_005319,Ransomware Core Payload,On-Prem Gateway,402.19,55.64,0
SEC_005320,Phishing API Exfiltration,Cloud Edge Cluster,161.42,26.39,0
SEC_005321,DDoS Flooding,DMZ Proxy Subnet,159.21,19.93,0
SEC_005322,Phishing API Exfiltration,Cloud Edge Cluster,245.61,23.26,0
SEC_005323,Phishing API Exfiltration,DMZ Proxy Subnet,3035.8,100.0,1
SEC_005324,DDoS Flooding,On-Prem Gateway,37.44,28.16,0
SEC_005325,Phishing API Exfiltration,DMZ Proxy Subnet,400.82,20.8,0
SEC_005326,Phishing API Exfiltration,On-Prem Gateway,50.78,39.2,0
SEC_005327,Ransomware Core Payload,DMZ Proxy Subnet,87.53,11.91,0
SEC_005328,Ransomware Core Payload,Cloud Edge Cluster,272.57,43.0,0
SEC_005329,Phishing API Exfiltration,Cloud Edge Cluster,333.43,46.91,0
SEC_005330,DDoS Flooding,DMZ Proxy Subnet,146.76,49.15,0
SEC_005331,Ransomware Core Payload,On-Prem Gateway,183.21,64.05,0
SEC_005332,Phishing API Exfiltration,On-Prem Gateway,52.94,11.65,0
SEC_005333,SQL Injection Spectrum,On-Prem Gateway,174.58,36.2,0
SEC_005334,SQL Injection Spectrum,DMZ Proxy Subnet,1541.08,87.5,1
SEC_005335,Phishing API Exfiltration,DMZ Proxy Subnet,1314.8,89.1,1
SEC_005336,SQL Injection Spectrum,DMZ Proxy Subnet,195.5,41.06,0
SEC_005337,Ransomware Core Payload,DMZ Proxy Subnet,392.68,40.42,0
SEC_005338,DDoS Flooding,On-Prem Gateway,1093.56,67.13,1
SEC_005339,Phishing API Exfiltration,On-Prem Gateway,14.79,13.84,0
SEC_005340,Ransomware Core Payload,DMZ Proxy Subnet,760.95,75.26,1
SEC_005341,DDoS Flooding,DMZ Proxy Subnet,1345.64,90.71,1
SEC_005342,SQL Injection Spectrum,On-Prem Gateway,55.1,45.97,0
SEC_005343,SQL Injection Spectrum,On-Prem Gateway,91.24,28.99,0
SEC_005344,SQL Injection Spectrum,Cloud Edge Cluster,1468.97,78.91,1
SEC_005345,SQL Injection Spectrum,DMZ Proxy Subnet,359.04,28.19,0
SEC_005346,Ransomware Core Payload,Cloud Edge Cluster,18.43,36.12,0
SEC_005347,Ransomware Core Payload,On-Prem Gateway,146.06,20.25,0
SEC_005348,DDoS Flooding,On-Prem Gateway,280.98,68.97,1
SEC_005349,Phishing API Exfiltration,DMZ Proxy Subnet,543.27,32.12,0
SEC_005350,DDoS Flooding,Cloud Edge Cluster,606.5,58.36,0
SEC_005351,Phishing API Exfiltration,On-Prem Gateway,2435.87,100.0,1
SEC_005352,SQL Injection Spectrum,Cloud Edge Cluster,164.55,45.57,0
SEC_005353,SQL Injection Spectrum,Cloud Edge Cluster,359.7,47.02,0
SEC_005354,SQL Injection Spectrum,Cloud Edge Cluster,354.95,29.67,0
SEC_005355,SQL Injection Spectrum,Cloud Edge Cluster,246.13,19.12,0
SEC_005356,Ransomware Core Payload,Cloud Edge Cluster,95.39,45.37,0
SEC_005357,DDoS Flooding,DMZ Proxy Subnet,1718.54,100.0,1
SEC_005358,Phishing API Exfiltration,DMZ Proxy Subnet,875.77,58.45,0
SEC_005359,Phishing API Exfiltration,Cloud Edge Cluster,322.42,25.81,0
SEC_005360,Ransomware Core Payload,DMZ Proxy Subnet,428.0,10.25,0
SEC_005361,SQL Injection Spectrum,On-Prem Gateway,128.02,20.41,0
SEC_005362,DDoS Flooding,Cloud Edge Cluster,365.16,42.9,0
SEC_005363,SQL Injection Spectrum,DMZ Proxy Subnet,546.31,75.84,1
SEC_005364,Ransomware Core Payload,DMZ Proxy Subnet,337.78,53.61,0
SEC_005365,Phishing API Exfiltration,On-Prem Gateway,2097.35,100.0,1
SEC_005366,Ransomware Core Payload,On-Prem Gateway,437.27,41.49,0
SEC_005367,Phishing API Exfiltration,On-Prem Gateway,220.61,30.08,0
SEC_005368,DDoS Flooding,On-Prem Gateway,677.58,78.19,1
SEC_005369,Phishing API Exfiltration,Cloud Edge Cluster,96.1,36.86,0
SEC_005370,DDoS Flooding,DMZ Proxy Subnet,230.41,7.68,0
SEC_005371,SQL Injection Spectrum,DMZ Proxy Subnet,203.75,28.05,0
SEC_005372,SQL Injection Spectrum,On-Prem Gateway,266.38,27.78,0
SEC_005373,Ransomware Core Payload,DMZ Proxy Subnet,697.01,49.69,0
SEC_005374,DDoS Flooding,DMZ Proxy Subnet,309.89,50.84,0
SEC_005375,SQL Injection Spectrum,DMZ Proxy Subnet,722.98,57.31,0
SEC_005376,DDoS Flooding,On-Prem Gateway,398.63,44.79,0
SEC_005377,SQL Injection Spectrum,DMZ Proxy Subnet,200.4,57.72,0
SEC_005378,SQL Injection Spectrum,DMZ Proxy Subnet,759.28,49.92,0
SEC_005379,Phishing API Exfiltration,DMZ Proxy Subnet,134.49,63.34,0
SEC_005380,Ransomware Core Payload,Cloud Edge Cluster,126.34,24.98,0
SEC_005381,Phishing API Exfiltration,Cloud Edge Cluster,327.99,44.46,0
SEC_005382,DDoS Flooding,DMZ Proxy Subnet,148.01,31.7,0
SEC_005383,SQL Injection Spectrum,DMZ Proxy Subnet,16.11,32.5,0
SEC_005384,Ransomware Core Payload,DMZ Proxy Subnet,482.24,55.96,0
SEC_005385,SQL Injection Spectrum,DMZ Proxy Subnet,334.01,49.87,0
SEC_005386,SQL Injection Spectrum,DMZ Proxy Subnet,277.37,29.8,0
SEC_005387,Phishing API Exfiltration,DMZ Proxy Subnet,1546.63,75.02,1
SEC_005388,DDoS Flooding,Cloud Edge Cluster,393.04,83.27,1
SEC_005389,Ransomware Core Payload,On-Prem Gateway,907.92,59.06,0
SEC_005390,Ransomware Core Payload,DMZ Proxy Subnet,79.58,43.67,0
SEC_005391,Ransomware Core Payload,DMZ Proxy Subnet,390.96,21.52,0
SEC_005392,DDoS Flooding,DMZ Proxy Subnet,923.16,62.73,0
SEC_005393,Ransomware Core Payload,On-Prem Gateway,405.72,44.32,0
SEC_005394,DDoS Flooding,DMZ Proxy Subnet,581.65,60.36,0
SEC_005395,Ransomware Core Payload,DMZ Proxy Subnet,221.38,0.0,0
SEC_005396,SQL Injection Spectrum,On-Prem Gateway,55.65,34.72,0
SEC_005397,DDoS Flooding,DMZ Proxy Subnet,287.54,24.26,0
SEC_005398,Phishing API Exfiltration,On-Prem Gateway,237.75,44.38,0
SEC_005399,Ransomware Core Payload,On-Prem Gateway,920.04,51.26,0
SEC_005400,Phishing API Exfiltration,DMZ Proxy Subnet,137.87,22.68,0
SEC_005401,DDoS Flooding,Cloud Edge Cluster,1543.45,87.63,1
SEC_005402,SQL Injection Spectrum,Cloud Edge Cluster,1440.02,71.82,1
SEC_005403,Phishing API Exfiltration,DMZ Proxy Subnet,140.04,28.47,0
SEC_005404,Phishing API Exfiltration,On-Prem Gateway,204.51,20.28,0
SEC_005405,SQL Injection Spectrum,On-Prem Gateway,1028.6,43.65,0
SEC_005406,SQL Injection Spectrum,On-Prem Gateway,1541.94,100.0,1
SEC_005407,DDoS Flooding,DMZ Proxy Subnet,275.69,21.59,0
SEC_005408,Ransomware Core Payload,Cloud Edge Cluster,186.21,34.77,0
SEC_005409,Phishing API Exfiltration,On-Prem Gateway,348.04,55.21,0
SEC_005410,Phishing API Exfiltration,On-Prem Gateway,535.81,42.21,0
SEC_005411,DDoS Flooding,DMZ Proxy Subnet,155.77,23.85,0
SEC_005412,Ransomware Core Payload,Cloud Edge Cluster,612.12,57.88,0
SEC_005413,DDoS Flooding,Cloud Edge Cluster,35.87,48.2,0
SEC_005414,Phishing API Exfiltration,DMZ Proxy Subnet,34.75,13.85,0
SEC_005415,Phishing API Exfiltration,Cloud Edge Cluster,231.7,37.02,0
SEC_005416,SQL Injection Spectrum,DMZ Proxy Subnet,208.26,12.34,0
SEC_005417,SQL Injection Spectrum,On-Prem Gateway,182.67,31.41,0
SEC_005418,Ransomware Core Payload,DMZ Proxy Subnet,315.91,43.15,0
SEC_005419,Phishing API Exfiltration,On-Prem Gateway,186.03,24.62,0
SEC_005420,Phishing API Exfiltration,DMZ Proxy Subnet,108.08,27.47,0
SEC_005421,SQL Injection Spectrum,On-Prem Gateway,178.63,16.02,0
SEC_005422,DDoS Flooding,On-Prem Gateway,1670.28,97.97,1
SEC_005423,DDoS Flooding,DMZ Proxy Subnet,250.28,55.85,0
SEC_005424,Phishing API Exfiltration,On-Prem Gateway,276.72,24.61,0
SEC_005425,Phishing API Exfiltration,Cloud Edge Cluster,398.69,36.61,0
SEC_005426,Ransomware Core Payload,DMZ Proxy Subnet,1854.66,100.0,1
SEC_005427,Ransomware Core Payload,Cloud Edge Cluster,136.45,53.64,0
SEC_005428,SQL Injection Spectrum,On-Prem Gateway,526.55,28.66,0
SEC_005429,Phishing API Exfiltration,On-Prem Gateway,578.43,50.61,0
SEC_005430,DDoS Flooding,On-Prem Gateway,432.65,51.55,0
SEC_005431,Ransomware Core Payload,DMZ Proxy Subnet,53.74,30.62,0
SEC_005432,SQL Injection Spectrum,On-Prem Gateway,520.37,13.66,0
SEC_005433,SQL Injection Spectrum,Cloud Edge Cluster,41.81,39.19,0
SEC_005434,DDoS Flooding,Cloud Edge Cluster,420.01,69.59,1
SEC_005435,Ransomware Core Payload,DMZ Proxy Subnet,617.46,56.45,0
SEC_005436,DDoS Flooding,Cloud Edge Cluster,118.63,19.28,0
SEC_005437,SQL Injection Spectrum,DMZ Proxy Subnet,841.25,55.95,0
SEC_005438,Phishing API Exfiltration,DMZ Proxy Subnet,25.87,57.58,0
SEC_005439,DDoS Flooding,On-Prem Gateway,847.52,77.55,1
SEC_005440,SQL Injection Spectrum,Cloud Edge Cluster,289.56,51.18,0
SEC_005441,Phishing API Exfiltration,Cloud Edge Cluster,122.42,40.24,0
SEC_005442,Phishing API Exfiltration,Cloud Edge Cluster,76.63,23.15,0
SEC_005443,Ransomware Core Payload,On-Prem Gateway,1390.87,82.63,1
SEC_005444,Ransomware Core Payload,DMZ Proxy Subnet,45.95,30.67,0
SEC_005445,SQL Injection Spectrum,Cloud Edge Cluster,111.9,42.72,0
SEC_005446,DDoS Flooding,Cloud Edge Cluster,204.35,60.81,0
SEC_005447,Phishing API Exfiltration,Cloud Edge Cluster,447.69,64.68,0
SEC_005448,Ransomware Core Payload,Cloud Edge Cluster,366.16,23.36,0
SEC_005449,Ransomware Core Payload,On-Prem Gateway,72.42,36.26,0
SEC_005450,DDoS Flooding,DMZ Proxy Subnet,165.95,47.69,0
SEC_005451,Ransomware Core Payload,Cloud Edge Cluster,134.76,44.67,0
SEC_005452,SQL Injection Spectrum,Cloud Edge Cluster,120.1,25.37,0
SEC_005453,DDoS Flooding,DMZ Proxy Subnet,250.31,83.72,1
SEC_005454,Phishing API Exfiltration,On-Prem Gateway,559.88,33.24,0
SEC_005455,SQL Injection Spectrum,On-Prem Gateway,122.34,18.65,0
SEC_005456,Phishing API Exfiltration,On-Prem Gateway,217.55,42.21,0
SEC_005457,Phishing API Exfiltration,On-Prem Gateway,235.11,71.16,1
SEC_005458,Ransomware Core Payload,Cloud Edge Cluster,1699.01,85.42,1
SEC_005459,SQL Injection Spectrum,DMZ Proxy Subnet,1404.17,82.18,1
SEC_005460,SQL Injection Spectrum,DMZ Proxy Subnet,736.56,75.62,1
SEC_005461,DDoS Flooding,DMZ Proxy Subnet,136.48,35.19,0
SEC_005462,SQL Injection Spectrum,On-Prem Gateway,43.71,26.73,0
SEC_005463,DDoS Flooding,On-Prem Gateway,183.5,45.82,0
SEC_005464,SQL Injection Spectrum,DMZ Proxy Subnet,151.65,40.15,0
SEC_005465,Phishing API Exfiltration,Cloud Edge Cluster,329.28,58.63,0
SEC_005466,DDoS Flooding,On-Prem Gateway,688.73,76.92,1
SEC_005467,SQL Injection Spectrum,Cloud Edge Cluster,891.39,70.26,1
SEC_005468,DDoS Flooding,DMZ Proxy Subnet,850.55,68.4,1
SEC_005469,Ransomware Core Payload,On-Prem Gateway,212.6,41.72,0
SEC_005470,Ransomware Core Payload,Cloud Edge Cluster,535.04,58.74,0
SEC_005471,DDoS Flooding,On-Prem Gateway,180.83,38.06,0
SEC_005472,DDoS Flooding,DMZ Proxy Subnet,40.28,31.6,0
SEC_005473,Phishing API Exfiltration,DMZ Proxy Subnet,556.14,70.2,1
SEC_005474,SQL Injection Spectrum,DMZ Proxy Subnet,16.44,53.4,0
SEC_005475,Ransomware Core Payload,Cloud Edge Cluster,248.81,17.34,0
SEC_005476,Ransomware Core Payload,On-Prem Gateway,191.8,37.82,0
SEC_005477,SQL Injection Spectrum,On-Prem Gateway,543.96,41.43,0
SEC_005478,Ransomware Core Payload,On-Prem Gateway,666.07,51.98,0
SEC_005479,Ransomware Core Payload,DMZ Proxy Subnet,175.14,43.04,0
SEC_005480,DDoS Flooding,Cloud Edge Cluster,763.2,70.57,1
SEC_005481,Ransomware Core Payload,DMZ Proxy Subnet,168.61,35.06,0
SEC_005482,Ransomware Core Payload,DMZ Proxy Subnet,278.03,12.42,0
SEC_005483,Ransomware Core Payload,Cloud Edge Cluster,596.26,39.37,0
SEC_005484,SQL Injection Spectrum,DMZ Proxy Subnet,543.29,65.18,1
SEC_005485,Phishing API Exfiltration,DMZ Proxy Subnet,1979.2,68.06,1
SEC_005486,DDoS Flooding,On-Prem Gateway,126.8,52.88,0
SEC_005487,Phishing API Exfiltration,Cloud Edge Cluster,500.54,57.84,0
SEC_005488,Ransomware Core Payload,Cloud Edge Cluster,435.36,67.16,1
SEC_005489,Ransomware Core Payload,On-Prem Gateway,1121.82,71.89,1
SEC_005490,Ransomware Core Payload,Cloud Edge Cluster,88.51,2.62,0
SEC_005491,Phishing API Exfiltration,On-Prem Gateway,639.08,62.02,0
SEC_005492,SQL Injection Spectrum,DMZ Proxy Subnet,389.98,64.72,0
SEC_005493,SQL Injection Spectrum,Cloud Edge Cluster,156.51,50.13,0
SEC_005494,DDoS Flooding,Cloud Edge Cluster,301.48,32.12,0
SEC_005495,Phishing API Exfiltration,DMZ Proxy Subnet,194.76,39.09,0
SEC_005496,SQL Injection Spectrum,DMZ Proxy Subnet,401.64,38.07,0
SEC_005497,DDoS Flooding,Cloud Edge Cluster,1001.2,57.76,0
SEC_005498,Ransomware Core Payload,Cloud Edge Cluster,391.06,59.97,0
SEC_005499,Ransomware Core Payload,Cloud Edge Cluster,461.51,30.5,0
SEC_005500,DDoS Flooding,On-Prem Gateway,341.11,30.24,0
SEC_005501,SQL Injection Spectrum,Cloud Edge Cluster,35.63,14.86,0
SEC_005502,Phishing API Exfiltration,Cloud Edge Cluster,131.29,12.9,0
SEC_005503,DDoS Flooding,DMZ Proxy Subnet,316.77,44.87,0
SEC_005504,SQL Injection Spectrum,DMZ Proxy Subnet,179.13,54.59,0
SEC_005505,DDoS Flooding,On-Prem Gateway,102.27,31.32,0
SEC_005506,SQL Injection Spectrum,DMZ Proxy Subnet,327.65,20.52,0
SEC_005507,Ransomware Core Payload,Cloud Edge Cluster,187.41,50.1,0
SEC_005508,DDoS Flooding,Cloud Edge Cluster,146.35,61.14,0
SEC_005509,Phishing API Exfiltration,On-Prem Gateway,292.62,32.01,0
SEC_005510,DDoS Flooding,DMZ Proxy Subnet,76.37,25.88,0
SEC_005511,Ransomware Core Payload,DMZ Proxy Subnet,1194.4,85.51,1
SEC_005512,Ransomware Core Payload,DMZ Proxy Subnet,922.21,91.22,1
SEC_005513,SQL Injection Spectrum,On-Prem Gateway,565.37,44.82,0
SEC_005514,Ransomware Core Payload,DMZ Proxy Subnet,62.53,12.51,0
SEC_005515,SQL Injection Spectrum,DMZ Proxy Subnet,685.0,66.87,1
SEC_005516,Ransomware Core Payload,DMZ Proxy Subnet,754.52,72.17,1
SEC_005517,SQL Injection Spectrum,Cloud Edge Cluster,669.0,56.85,0
SEC_005518,Phishing API Exfiltration,On-Prem Gateway,66.45,24.29,0
SEC_005519,SQL Injection Spectrum,Cloud Edge Cluster,476.65,63.98,0
SEC_005520,SQL Injection Spectrum,On-Prem Gateway,820.98,70.76,1
SEC_005521,Phishing API Exfiltration,DMZ Proxy Subnet,399.55,34.46,0
SEC_005522,SQL Injection Spectrum,Cloud Edge Cluster,479.82,49.93,0
SEC_005523,SQL Injection Spectrum,DMZ Proxy Subnet,287.92,21.24,0
SEC_005524,Phishing API Exfiltration,DMZ Proxy Subnet,350.52,54.31,0
SEC_005525,Ransomware Core Payload,On-Prem Gateway,27.74,27.18,0
SEC_005526,DDoS Flooding,DMZ Proxy Subnet,470.45,42.28,0
SEC_005527,SQL Injection Spectrum,Cloud Edge Cluster,50.23,31.52,0
SEC_005528,Ransomware Core Payload,On-Prem Gateway,268.93,41.36,0
SEC_005529,DDoS Flooding,On-Prem Gateway,167.81,50.14,0
SEC_005530,Phishing API Exfiltration,Cloud Edge Cluster,366.78,53.54,0
SEC_005531,SQL Injection Spectrum,DMZ Proxy Subnet,76.44,30.71,0
SEC_005532,SQL Injection Spectrum,DMZ Proxy Subnet,541.42,63.11,0
SEC_005533,Phishing API Exfiltration,DMZ Proxy Subnet,725.16,65.02,1
SEC_005534,SQL Injection Spectrum,DMZ Proxy Subnet,92.26,27.29,0
SEC_005535,DDoS Flooding,DMZ Proxy Subnet,61.57,30.59,0
SEC_005536,DDoS Flooding,On-Prem Gateway,82.77,31.09,0
SEC_005537,Phishing API Exfiltration,On-Prem Gateway,955.47,75.8,1
SEC_005538,SQL Injection Spectrum,Cloud Edge Cluster,350.03,38.5,0
SEC_005539,Ransomware Core Payload,DMZ Proxy Subnet,295.38,35.96,0
SEC_005540,SQL Injection Spectrum,DMZ Proxy Subnet,62.78,62.04,0
SEC_005541,Phishing API Exfiltration,DMZ Proxy Subnet,483.85,63.45,0
SEC_005542,Ransomware Core Payload,Cloud Edge Cluster,923.23,55.52,0
SEC_005543,DDoS Flooding,DMZ Proxy Subnet,804.6,70.75,1
SEC_005544,DDoS Flooding,On-Prem Gateway,454.64,49.96,0
SEC_005545,Ransomware Core Payload,DMZ Proxy Subnet,47.22,37.76,0
SEC_005546,Ransomware Core Payload,Cloud Edge Cluster,65.65,34.69,0
SEC_005547,Phishing API Exfiltration,On-Prem Gateway,34.75,49.23,0
SEC_005548,SQL Injection Spectrum,On-Prem Gateway,145.97,41.02,0
SEC_005549,DDoS Flooding,On-Prem Gateway,77.61,32.17,0
SEC_005550,SQL Injection Spectrum,DMZ Proxy Subnet,147.53,51.53,0
SEC_005551,DDoS Flooding,Cloud Edge Cluster,230.8,42.73,0
SEC_005552,SQL Injection Spectrum,Cloud Edge Cluster,1300.98,83.86,1
SEC_005553,DDoS Flooding,DMZ Proxy Subnet,436.16,52.16,0
SEC_005554,SQL Injection Spectrum,Cloud Edge Cluster,822.74,61.51,0
SEC_005555,Phishing API Exfiltration,On-Prem Gateway,569.59,52.92,0
SEC_005556,DDoS Flooding,On-Prem Gateway,65.71,23.83,0
SEC_005557,Phishing API Exfiltration,Cloud Edge Cluster,611.18,43.18,0
SEC_005558,DDoS Flooding,Cloud Edge Cluster,156.77,21.29,0
SEC_005559,DDoS Flooding,DMZ Proxy Subnet,470.63,27.95,0
SEC_005560,DDoS Flooding,DMZ Proxy Subnet,199.64,24.79,0
SEC_005561,SQL Injection Spectrum,DMZ Proxy Subnet,2740.29,100.0,1
SEC_005562,DDoS Flooding,DMZ Proxy Subnet,149.66,37.53,0
SEC_005563,Phishing API Exfiltration,DMZ Proxy Subnet,159.28,32.3,0
SEC_005564,SQL Injection Spectrum,DMZ Proxy Subnet,1213.01,43.18,0
SEC_005565,SQL Injection Spectrum,On-Prem Gateway,23.23,54.55,0
SEC_005566,DDoS Flooding,Cloud Edge Cluster,548.85,68.25,1
SEC_005567,Ransomware Core Payload,DMZ Proxy Subnet,593.48,60.43,0
SEC_005568,SQL Injection Spectrum,On-Prem Gateway,826.59,91.68,1
SEC_005569,DDoS Flooding,Cloud Edge Cluster,1662.01,81.82,1
SEC_005570,Phishing API Exfiltration,Cloud Edge Cluster,1682.96,100.0,1
SEC_005571,Ransomware Core Payload,Cloud Edge Cluster,42.38,17.22,0
SEC_005572,SQL Injection Spectrum,DMZ Proxy Subnet,788.28,65.11,1
SEC_005573,Ransomware Core Payload,DMZ Proxy Subnet,479.7,30.08,0
SEC_005574,SQL Injection Spectrum,DMZ Proxy Subnet,481.02,49.46,0
SEC_005575,Ransomware Core Payload,Cloud Edge Cluster,73.82,38.75,0
SEC_005576,Ransomware Core Payload,Cloud Edge Cluster,484.66,47.07,0
SEC_005577,Phishing API Exfiltration,On-Prem Gateway,1832.05,100.0,1
SEC_005578,Ransomware Core Payload,On-Prem Gateway,1104.76,75.68,1
SEC_005579,Phishing API Exfiltration,On-Prem Gateway,272.22,33.05,0
SEC_005580,DDoS Flooding,On-Prem Gateway,30.35,22.71,0
SEC_005581,SQL Injection Spectrum,Cloud Edge Cluster,214.44,50.74,0
SEC_005582,Phishing API Exfiltration,DMZ Proxy Subnet,799.93,52.19,0
SEC_005583,SQL Injection Spectrum,DMZ Proxy Subnet,556.04,65.97,1
SEC_005584,Phishing API Exfiltration,DMZ Proxy Subnet,288.74,59.89,0
SEC_005585,SQL Injection Spectrum,DMZ Proxy Subnet,37.51,6.47,0
SEC_005586,Phishing API Exfiltration,On-Prem Gateway,262.51,57.49,0
SEC_005587,SQL Injection Spectrum,Cloud Edge Cluster,296.87,72.78,1
SEC_005588,DDoS Flooding,DMZ Proxy Subnet,1199.48,81.76,1
SEC_005589,SQL Injection Spectrum,Cloud Edge Cluster,473.1,57.91,0
SEC_005590,DDoS Flooding,On-Prem Gateway,180.06,52.76,0
SEC_005591,DDoS Flooding,On-Prem Gateway,347.3,39.76,0
SEC_005592,DDoS Flooding,DMZ Proxy Subnet,42.75,34.44,0
SEC_005593,Ransomware Core Payload,DMZ Proxy Subnet,1630.22,75.5,1
SEC_005594,SQL Injection Spectrum,On-Prem Gateway,212.87,40.59,0
SEC_005595,Ransomware Core Payload,On-Prem Gateway,304.43,49.65,0
SEC_005596,Ransomware Core Payload,Cloud Edge Cluster,209.53,46.12,0
SEC_005597,SQL Injection Spectrum,On-Prem Gateway,528.29,67.11,1
SEC_005598,DDoS Flooding,Cloud Edge Cluster,500.43,38.4,0
SEC_005599,Ransomware Core Payload,On-Prem Gateway,577.38,45.11,0
SEC_005600,Ransomware Core Payload,Cloud Edge Cluster,152.48,64.53,0
SEC_005601,Phishing API Exfiltration,On-Prem Gateway,182.69,35.05,0
SEC_005602,SQL Injection Spectrum,On-Prem Gateway,72.22,35.89,0
SEC_005603,Ransomware Core Payload,Cloud Edge Cluster,491.56,48.66,0
SEC_005604,SQL Injection Spectrum,Cloud Edge Cluster,30.27,18.89,0
SEC_005605,SQL Injection Spectrum,DMZ Proxy Subnet,421.73,71.22,1
SEC_005606,Ransomware Core Payload,DMZ Proxy Subnet,929.05,59.25,0
SEC_005607,SQL Injection Spectrum,On-Prem Gateway,1008.69,53.44,0
SEC_005608,DDoS Flooding,On-Prem Gateway,280.24,34.45,0
